Philanthropy Australia	75000	2018	AU-ABN-79578875531	inferred
Zoe Support Australia	30000	2018	AU-ABN-76161029705	reported
Yarraville Community Centre Inc	29865	2018	AU-ABN-69827568560	inferred
Women's Health and Wellbeing Barwon South West Inc.	30000	2018	AU-ABN-98543253506	reported
Women's Circus Limited	30000	2018	AU-ABN-32103482695	reported
Wildlife Victoria	30000	2018	AU-ABN-27753478012	inferred
University of Melbourne	29625	2018	AU-ABN-84002705224	reported
TRY Australia	30000	2018	AU-ABN-90151552331	reported
Refugee Migrant Children Centre Ltd	30000	2018	AU-ABN-80840704309	inferred
Red Stitch Actors Theatre Limited	30000	2018	AU-ABN-28109829049	reported
Next Wave Festival Incorporated	30000	2018	AU-ABN-50679318829	reported
Nar Nar Goon Kindergarten Inc.	18667	2018	AU-ABN-13635328729	reported
Mission to Seafarers Victoria Inc	30000	2018	AU-ABN-18630990996	inferred
Midsumma Festival Inc	25000	2018	AU-ABN-50783159198	reported
Koorie Heritage Trust Inc	30000	2018	AU-ABN-72534020156	reported
Flinders Quartet Inc	30000	2018	AU-ABN-66216491840	inferred
Farnham Street Neighbourhood Learning Centre	27800	2018	AU-ABN-30202169571	reported
Environmental Justice Australia Ltd	29221	2018	AU-ABN-74052124375	inferred
Cultural Infusion Ltd	30000	2018	AU-ABN-44152667591	inferred
Australian National Memorial Theatre Ltd	30000	2018	AU-ABN-78007306283	inferred
Victoria University	199280	2018	AU-ABN-83776954731	reported
Trust For Nature (Victoria)	100000	2018	AU-ABN-60292993543	reported
State Schools' Relief Inc	139465	2018	AU-ABN-77455214193	inferred
Earthwatch Institute	187654	2018	AU-ABN-25875253851	reported
Australian Federation of Disability Organisations	165000	2018	AU-ABN-25105510898	inferred
Australian Centre for Rural Entrepreneurship Ltd	200000	2018	AU-ABN-17165086395	inferred
Victorian Association of State Secondary Principals Inc	30000	2017	AU-ABN-19201080428	inferred
The Conservation Ecology Trust	85041	2017	AU-ABN-90681731286	inferred
SPELD Victoria Inc	40000	2017	AU-ABN-51178974489	inferred
Smiling Mind	89000	2017	AU-ABN-26161428459	reported
SisterWorks Incorporated	60000	2017	AU-ABN-92370950371	reported
Save the Children	90000	2017	AU-ABN-19009938130	reported
People and Parks Environment Trust	90000	2017	AU-ABN-34765399623	reported
Outer Urban Projects	90000	2017	AU-ABN-11154257851	inferred
Green Collect Limited	58000	2017	AU-ABN-68112489684	reported
Friends of the Helmeted Honeyeater Inc	74044	2017	AU-ABN-11091816085	reported
Federation University Australia	90000	2017	AU-ABN-51818692256	reported
Deakin University	90000	2017	AU-ABN-56721584203	reported
Circus Nexus	90000	2017	AU-ABN-93737832035	inferred
Bush Heritage Australia	85880	2017	AU-ABN-78053639115	reported
Berengarra School Ltd	68263	2017	AU-ABN-71005254964	inferred
Ballarat International Foto Biennale	90000	2017	AU-ABN-70496228247	inferred
Back to Back Theatre Inc	90000	2017	AU-ABN-95834484241	reported
Willum Warrain Aboriginal Association Incorporation	4250	2017	AU-ABN-41179080355	inferred
Western Edge Youth Arts	15000	2017	AU-ABN-72251184593	inferred
Wendouree Neighbourhood Centre Inc	28847	2017	AU-ABN-80882715640	reported
Victorian Jazz Archive Inc	30000	2017	AU-ABN-53531132426	reported
The Song Room	30000	2017	AU-ABN-68790325760	inferred
The River Nile School Inc	20760	2017	AU-ABN-20382591724	reported
Speak Percussion	30000	2017	AU-ABN-71403799103	inferred
Quercus Beechworth	14080	2017	AU-ABN-21468159356	inferred
Public Galleries Association of Victoria	20000	2017	AU-ABN-40199833663	reported
Permanent Care and Adoptive Families	19496	2017	AU-ABN-50562164576	inferred
Monash University	25000	2017	AU-ABN-12377614012	reported
Melbourne Fringe	19000	2017	AU-ABN-41006125515	reported
Life Saving Victoria	30000	2017	AU-ABN-96727034683	inferred
Interchange Loddon-Mallee Region Inc.	27333	2017	AU-ABN-75413657328	inferred
Inclusion Melbourne Inc	29293	2017	AU-ABN-67568450949	inferred
Glen Eira Adult Learning Centre Inc	21000	2017	AU-ABN-56245390101	reported
Geelong Performing Arts Centre	26250	2017	AU-GOV-420675	reported
Endeavour Ministries Inc	10000	2017	AU-ABN-70891996288	inferred
Emerging Writers' Festival Inc	30000	2017	AU-ABN-93615613688	reported
Doxa Youth Foundation	21248	2017	AU-ABN-28005056262	reported
Darebin Information Volunteer and Resource Service	28930	2017	AU-ABN-80927699259	inferred
Big Brothers - Big Sisters Australia Limited	30000	2017	AU-ABN-75071682294	reported
Beyond the Bell Great South Coast Ltd	30000	2017	AU-ABN-37609882180	reported
Baptcare Ltd	30000	2017	AU-ABN-12069130463	reported
Ballarat Hospice Care Inc	29625	2017	AU-ABN-41839611725	inferred
Ardoch Limited	20000	2017	AU-ABN-48119813188	reported
Vision Australia Limited	5000	2017	AU-ABN-67108391831	reported
Tomorrow Today Education Foundation	200000	2017	AU-ABN-90610420123	inferred
The Royal Children's Hospital Foundation No 2 Trust	5000	2017	AU-ABN-75761829818	inferred
The Lost Dogs Home	5000	2017	AU-ABN-84004789726	inferred
Social Traders Ltd	200000	2017	AU-ABN-42132665804	reported
Royal Society for the Prevention of Cruelty to Animals	5000	2017	AU-ABN-71723781546	inferred
Multicultural Arts Victoria	200000	2017	AU-ABN-99060260414	inferred
Mission to Seafarers Victoria Inc	5000	2017	AU-ABN-18630990996	inferred
Brotherhood of St Laurence	197000	2017	AU-ABN-24603467024	reported
Australian Muslim Women's Centre for Human Rights	194631	2017	AU-ABN-57347235363	reported
Women's Legal Service Victoria	90000	2016	AU-ABN-49158531102	reported
Victorian Council of Social Service	90000	2016	AU-ABN-23005014988	reported
VICSEG New Futures	90000	2016	AU-ABN-65005924381	reported
The Social Studio	30000	2016	AU-ABN-98376502818	reported
SisterWorks Incorporated	30000	2016	AU-ABN-92370950371	reported
Regional Arts Victoria	90000	2016	AU-ABN-24005556025	reported
Project Platypus Association Inc	89050	2016	AU-ABN-59631244284	reported
Playgroup Victoria Inc	89640	2016	AU-ABN-13094186877	inferred
Penguin Foundation Ltd	63000	2016	AU-ABN-42112304364	reported
Melbourne Recital Centre	90000	2016	AU-ABN-46118617619	reported
Djerriwarrh Employment & Education Services	90000	2016	AU-ABN-57816895087	inferred
Castlemaine State Festival	90000	2016	AU-ABN-68005488684	inferred
Melbourne Fringe	7500	2016	AU-ABN-41006125515	reported
Victorian National Parks Association	186850	2016	AU-ABN-34217717593	inferred
Port Phillip EcoCentre Inc	185100	2016	AU-ABN-66852809680	inferred
Melbourne Business School	110000	2016	AU-ABN-80007268233	inferred
Berry Street Victoria	155000	2016	AU-ABN-24719196762	inferred
Ballarat Mechanics' Institute	150000	2016	AU-ABN-71368460385	inferred
Wathaurong Aboriginal Co-operative	30000	2016	AU-ABN-26564626453	inferred
Warramunda Village Inc	23335	2016	AU-ABN-78205894566	inferred
Violet Town Bush Nursing Centre Inc	19590	2016	AU-ABN-17344959747	reported
Victoria University	29030	2016	AU-ABN-83776954731	reported
University of Melbourne	29830	2016	AU-ABN-84002705224	reported
Uniting (Victoria and Tasmania) Ltd	30000	2016	AU-ABN-81098317125	inferred
Trust For Nature (Victoria)	18000	2016	AU-ABN-60292993543	reported
TarraWarra Museum of Art	30000	2016	AU-ABN-36093516495	inferred
St John Ambulance Australia (Victoria) Inc	20547	2016	AU-ABN-69061844380	inferred
Queen Victoria Women's Centre Trust	19736	2016	AU-ABN-61006499231	inferred
Monash University	30000	2016	AU-ABN-12377614012	reported
Mission to Seafarers Victoria Inc	30000	2016	AU-ABN-18630990996	inferred
Melton South Community Centre	3600	2016	AU-ABN-97587962424	inferred
Melbourne Writers Festival Inc	30000	2016	AU-ABN-29367097058	inferred
Lorne Sculpture Exhibition Inc	30000	2016	AU-ABN-80624673658	reported
La Mama	21000	2016	AU-ABN-74925853734	inferred
Interchange Loddon-Mallee Region Inc.	27696	2016	AU-ABN-75413657328	inferred
Foundation 61 Inc (F61)	12155	2016	AU-ABN-79079178867	inferred
Federation University Australia	30000	2016	AU-ABN-51818692256	reported
Environment Victoria Inc	29933	2016	AU-ABN-84495053605	reported
Circus Nexus	30000	2016	AU-ABN-93737832035	inferred
Centre of Excellence for Aboriginal Health in East Gippsland	28500	2016	AU-ABN-22132086116	inferred
Centre for Non Violence	30000	2016	AU-ABN-12974015985	inferred
Castlemaine Community House	30000	2016	AU-ABN-20112806357	inferred
Bendigo Baptist Community Care Inc.	14730	2016	AU-ABN-26724921970	inferred
Bass Coast Landcare Network Inc	26400	2016	AU-ABN-13136824392	reported
Australian Centre for Contemporary Art	17392	2016	AU-ABN-53089604277	reported
Ararat City Band Inc	22106	2016	AU-ABN-60013443248	reported
YSAS Pty Ltd	290000	2015	AU-ABN-51080593380	reported
The Bridge Youth Service Inc	30000	2015	AU-ABN-38045799398	reported
Shepparton Foodshare	30000	2015	AU-ABN-43461470086	inferred
Primary Care Connect	24000	2015	AU-ABN-63136509343	reported
Mooroopna Education and Activity Centre Inc	11300	2015	AU-ABN-39402149129	reported
Mental Health Legal Centre Inc	250000	2015	AU-ABN-30996171084	inferred
Kildonan UnitingCare	27530	2015	AU-ABN-11805856055	inferred
Ganbina	30000	2015	AU-ABN-29564690543	reported
Dungala Kaiela Foundation	30000	2015	AU-ABN-43131042914	reported
ConnectGV	27500	2015	AU-ABN-92086054195	reported
Caroline Chisholm Society	30000	2015	AU-ABN-42005066919	reported
Womens Health Grampians Incorporated	86500	2015	AU-ABN-85025587831	reported
Western Edge Youth Arts	20000	2015	AU-ABN-72251184593	inferred
Western Chances	274606	2015	AU-ABN-17110713865	reported
Weenthunga Health Network Inc	90000	2015	AU-ABN-95615678762	reported
Volunteering Victoria	90000	2015	AU-ABN-79378017212	inferred
The Social Studio	30000	2015	AU-ABN-98376502818	reported
Polyglot Theatre	50000	2015	AU-ABN-86099894147	inferred
Odyssey House Victoria	45000	2015	AU-ABN-11005583960	reported
Kids Thrive	90000	2015	AU-ABN-55761065774	inferred
Kids Plus Foundation	88192	2015	AU-ABN-83105087518	reported
Holy Trinity Parish	60000	2015	AU-ABN-41200387372	reported
Footscray Community Arts Centre Limited	90000	2015	AU-ABN-87005140303	reported
Country Education Project Inc	83000	2015	AU-ABN-67537996143	inferred
Connecting Country (Mt Alexander Region) Inc	75600	2015	AU-ABN-47539096184	inferred
Centre for Participation Inc	88000	2015	AU-ABN-17857841823	reported
Australian Centre for Rural Entrepreneurship Ltd	248981	2015	AU-ABN-17165086395	inferred
Asylum Seeker Resource Centre Inc	200000	2015	AU-ABN-64114965815	inferred
North Melbourne Language & Learning Inc.	200000	2015	AU-ABN-91844560623	inferred
Nexus Primary Health	199000	2015	AU-ABN-40685448071	inferred
Deakin University	200000	2015	AU-ABN-56721584203	reported
Women's Circus Limited	12000	2015	AU-ABN-32103482695	reported
Wingate Avenue Community Centre Inc	30000	2015	AU-ABN-33042739925	reported
Victoria University	26534	2015	AU-ABN-83776954731	reported
The First Step Program Limited	26294	2015	AU-ABN-51093661995	reported
The Conservation Ecology Trust	27810	2015	AU-ABN-90681731286	inferred
Sunraysia Community Health Services	29983	2015	AU-ABN-56957121036	inferred
Short Black Opera Company Pty Ltd	10000	2015	AU-ABN-11141727577	reported
Robin Boyd Foundation	28000	2015	AU-ABN-50111119807	reported
Rawcus Theatre Company inc	10063	2015	AU-ABN-59905293064	reported
Naomi Milgrom Foundation	30000	2015	AU-ABN-48163501273	inferred
Melbourne Recital Centre	23000	2015	AU-ABN-46118617619	reported
McClelland Sculpture Ltd.	21243	2015	AU-ABN-47082448262	inferred
McCallum Disability Services	30000	2015	AU-ABN-65583429720	inferred
Lord Somers Camp and Power House	25000	2015	AU-ABN-96004505373	reported
Loddon Campaspe Multicultural Service Inc	29775	2015	AU-ABN-73504356907	inferred
Good Cycles Limited	24960	2015	AU-ABN-56162578805	reported
Glenroy Neighbourhood Learning Centre	16946	2015	AU-ABN-14154206543	inferred
Foundation 61 Inc (F61)	24830	2015	AU-ABN-79079178867	inferred
Eureka Community Kindergarten Association Inc	30000	2015	AU-ABN-72072125464	inferred
Caroline Chisholm Society	20000	2015	AU-ABN-42005066919	reported
Bluebird Foundation Inc	30000	2015	AU-ABN-44206851526	inferred
Bethany Community Support Inc	30000	2015	AU-ABN-38633820168	reported
Association of Hazaras in Victoria Inc	9500	2015	AU-ABN-45886514868	inferred
Arthurs Creek District Landcare Group	14765	2015	AU-ABN-40416107108	reported
Arena Theatre Company	10000	2015	AU-ABN-95004952505	inferred
Arabic Welfare Incorporated	17100	2015	AU-ABN-53734255769	reported
University of Melbourne	1045000	2014	AU-ABN-84002705224	reported
Anglicare Victoria	320000	2014	AU-ABN-97397067466	reported
Woor-Dungin Inc	30000	2014	AU-ABN-36146408318	inferred
Wombat Housing and Support Services	10000	2014	AU-ABN-19823459821	inferred
Wild@heART Community Arts	30000	2014	AU-ABN-83120926258	inferred
Western Edge Youth Arts	20000	2014	AU-ABN-72251184593	inferred
Victorian Council of Social Service	30000	2014	AU-ABN-23005014988	reported
Victorian Aboriginal Child Care Agency Co Op Ltd	14778	2014	AU-ABN-44665455609	inferred
The Wilderness Society Victoria Inc	30000	2014	AU-ABN-50199624393	reported
The Australian Ballet School	30000	2014	AU-ABN-18004852108	reported
STREAT Limited	90000	2014	AU-ABN-96134906933	reported
Somebody's Daughter Theatre Inc	90000	2014	AU-ABN-68563267116	reported
Self Help Addiction Resource Centre Inc	28000	2014	AU-ABN-18052525948	inferred
Project Platypus Association Inc	29000	2014	AU-ABN-59631244284	reported
Nagambie HealthCare	26900	2014	AU-ABN-94288195795	inferred
Monash University	1200000	2014	AU-ABN-12377614012	reported
Mission to Seafarers Victoria Inc	30000	2014	AU-ABN-18630990996	inferred
Merri Creek Management Committee Inc	87932	2014	AU-ABN-13025599242	reported
Melbourne Symphony Orchestra	30000	2014	AU-ABN-47078925658	inferred
Melbourne Prize Trust	24000	2014	AU-ABN-46190726471	inferred
Melbourne City Mission	90000	2014	AU-ABN-56161846149	reported
Life Saving Victoria	30000	2014	AU-ABN-96727034683	inferred
