id,name,abn,acn,icn,website,description,org_type,legal_structure,sector,state,city,postcode,geographic_focus,certifications,sources,source_primary,enriched_at,profile_confidence,created_at,updated_at,target_beneficiaries,logo_url,business_model
005d0679-a27b-42a3-a5e8-caf9b42327d3,"Barossa, Light and Lower North",,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
10f12ee6-a507-4ce6-8b99-cab6d22cf12e,"Catering - cafe, bar, restaurant, baker",,,,,,social_enterprise,,{food},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
ba84823c-3e0f-422e-a8cb-71e05e81e5fa,Child Care Nursery,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
8ff57e1e-07a1-4bbf-97b6-bf5bbb679865,"Cleaning, Housekeeping and Laundry services",,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
9a68a2aa-7704-4885-add5-9ce648841b4b,Energy & Water,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
32dceaf7-5abd-400f-af58-94d963e94796,Research,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
9b863d0b-9407-4309-acf7-1a9cae52b700,Goal 1: No Poverty,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
7956a4bf-e91d-4dee-bc51-36a89ce116ee,Goal 2: Zero Hunger,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
4fd63076-5c04-4e1b-b9fd-e3d56344f5e9,Goal 3: Good Health and Well-Being,,,,,,social_enterprise,,{health},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
c8e260c0-a784-4377-839c-163775a7d570,Goal 4: Quality Education,,,,,,social_enterprise,,{education},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
6a390c83-186e-4c47-aac2-efadd1189212,Goal 5: Gender Equality,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
8567e904-76bf-4694-8ce3-bf3734c562f8,Goal 17: Partnerships,,,,,,social_enterprise,,{arts},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
33893c1d-3a6b-4e63-acbb-5dcd4441e9bf,Advocacy,,,,,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,,low,2026-05-09 09:41:14.669772+00,2026-05-09 09:41:14.669772+00,,,
59cc5c52-6c59-47ab-a5bd-836229897d79,Awards,,,,https://www.wasec.org.au/events/wa-social-enterprise-awards/,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,,low,2026-05-09 09:41:14.669772+00,2026-05-09 09:41:14.669772+00,,,
9d79d2e7-848f-4be9-88f9-05e04de23afe,"Use of the WASEC logo on websites and publications, provided the logo is used in accordance with any Company policies and procedures",,,,,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,,low,2026-03-12 06:54:56.288714+00,2026-03-12 06:54:56.288714+00,,,
5afa36ec-9f06-424c-8b3b-7e04ec38b7f2,Listing in the WASEC social enterprise directory,,,,,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,,low,2026-03-12 06:54:56.288714+00,2026-03-12 06:54:56.288714+00,,,
52b3a991-9495-4629-884c-ec0604e7b236,Invitations to exclusive networking events,,,,,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,,low,2026-03-12 06:54:56.288714+00,2026-03-12 06:54:56.288714+00,,,
578aaf4b-9ee3-4a2f-8154-2ec36857e45c,Social media promotion and PR support,,,,,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,,low,2026-03-12 06:54:56.288714+00,2026-03-12 06:54:56.288714+00,,,
9c0710e5-130a-48e7-ad5f-592806a26428,Access to WASEC networks and online resources,,,,,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,,low,2026-03-12 06:54:56.288714+00,2026-03-12 06:54:56.288714+00,,,
65553531-c0fd-4e3b-aaab-7e0c5338c385,Invitations to working groups on key topics,,,,,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,,low,2026-03-12 06:54:56.288714+00,2026-03-12 06:54:56.288714+00,,,
add40fa5-4b9b-4011-82ae-704ccc5f9f97,Sitemap,,,,https://www.wasec.org.au/sitemap/,,social_enterprise,,{community},WA,,,,[],"[{""url"": ""https://www.wasec.org.au/members"", ""source"": ""wasec"", ""scraped_at"": ""2026-05-09T09:41:14.569Z""}]",wasec,2026-03-12 19:56:11.417+00,low,2026-03-12 06:54:56.288714+00,2026-03-12 06:54:56.288714+00,,,
598604d1-f5cb-4092-9d6a-e43bba113c0c,Am I a social enterprise?,,,,https://www.qsec.org.au/am-i-a-social-enterprise/,,social_enterprise,,{community},QLD,,,,[],"[{""url"": ""https://www.qsec.org.au/members"", ""source"": ""qsec"", ""scraped_at"": ""2026-05-09T09:41:05.444Z""}]",qsec,,low,2026-03-12 06:54:45.096713+00,2026-03-12 06:54:45.096713+00,,,
fd1594ea-1139-44af-9ee0-f316537e1f67,Directory,,,,,,social_enterprise,,{community},QLD,,,,[],"[{""url"": ""https://www.qsec.org.au/members"", ""source"": ""qsec"", ""scraped_at"": ""2026-05-09T09:41:05.444Z""}]",qsec,,low,2026-03-12 06:54:45.096713+00,2026-03-12 06:54:45.096713+00,,,
f2757440-a71e-4824-8b5b-84dd79c04a56,Members by Region (coming soon),,,,,,social_enterprise,,{community},QLD,,,,[],"[{""url"": ""https://www.qsec.org.au/members"", ""source"": ""qsec"", ""scraped_at"": ""2026-05-09T09:41:05.444Z""}]",qsec,,low,2026-03-12 06:54:45.096713+00,2026-03-12 06:54:45.096713+00,,,
a4b23a1c-66d3-4fa9-8c5e-293a465f18fa,News,,,,https://www.qsec.org.au/news/,,social_enterprise,,{community},QLD,,,,[],"[{""url"": ""https://www.qsec.org.au/members"", ""source"": ""qsec"", ""scraped_at"": ""2026-05-09T09:41:05.444Z""}]",qsec,,low,2026-03-12 06:54:45.096713+00,2026-03-12 06:54:45.096713+00,,,
7eecaaf1-a512-4562-9bb2-e69b00288768,Events,,,,https://www.qsec.org.au/events/,,social_enterprise,,{community},QLD,,,,[],"[{""url"": ""https://www.qsec.org.au/members"", ""source"": ""qsec"", ""scraped_at"": ""2026-05-09T09:41:05.444Z""}]",qsec,2026-03-12 20:10:09.969+00,medium,2026-03-12 06:54:45.096713+00,2026-03-12 06:54:45.096713+00,,,
ce04c2a6-d3fb-4dec-9785-4e589ac65e73,Members Area,,,,https://www.qsec.org.au/member-dashboard/,,social_enterprise,,{community},QLD,,,,[],"[{""url"": ""https://www.qsec.org.au/members"", ""source"": ""qsec"", ""scraped_at"": ""2026-05-09T09:41:05.444Z""}]",qsec,2026-03-12 20:09:27+00,low,2026-03-12 06:54:45.096713+00,2026-03-12 06:54:45.096713+00,,,
f1753cfe-c98c-4723-b749-65938f75cc1d,search,,,,,,social_enterprise,,{community},QLD,,,,[],"[{""url"": ""https://www.qsec.org.au/members"", ""source"": ""qsec"", ""scraped_at"": ""2026-05-09T09:41:05.444Z""}]",qsec,,low,2026-03-12 06:54:45.096713+00,2026-03-12 06:54:45.096713+00,,,
62965668-d618-4db4-9656-6ca4d9bf681a,Other,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
50e0a7ff-bdcf-497c-af82-7fd4c19dd854,"Packaging, Distribution & Storage",,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.621177+00,2026-03-12 06:54:51.621177+00,,,
eef5b958-c9db-4af4-a272-19090f2938af,Directory,,,,https://www.sasec.org.au/directory,,social_enterprise,,{community},SA,,,{SA},[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.740Z""}]",sasec,2026-03-12 21:52:12.532+00,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,"{""social enterprises"",""community organisations"",""businesses seeking social impact"",""general public""}",,"The directory operates as a membership platform, charging member organisations for listing and promotional services while facilitating connections between social enterprises and the broader community."
3da2457e-baa8-4efc-8b79-51d91c1f6fa6,Membership,,,,https://www.sasec.org.au/membership,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.740Z""}]",sasec,2026-03-12 20:05:23.501+00,high,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
900aff5c-2248-46fc-9c14-6ab5c2847620,Funding,,,,https://www.sasec.org.au/resource-library/funding,,social_enterprise,,{community},SA,,,"{SA,National}",[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.740Z""}]",sasec,2026-03-12 21:51:41.97+00,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,"{""social enterprises"",""not-for-profit organisations"",""community groups"",""small to medium charities""}",,"SASEC operates as a peak body providing free access to funding information and resources to support social enterprises, likely funded through membership fees, government grants, or partnerships."
deeceecd-a657-4a94-846a-25204eb8c845,Eyre and Western,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
6bc4a6ce-fd1a-4593-903d-e3f29d6f8b81,Far North,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
dbf47c5a-ad03-49cf-8610-e08004492825,Fleurieu and Kangaroo Island,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
5f5cfe6d-86e2-4672-b5d8-41d448675988,Limestone Coast,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
27da6e74-5cf8-4b8d-9d9c-539b0c57b99b,Yorke and Mid North,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
ea24db83-3879-4d64-8128-97ed4699b4c6,Murray and Mallee,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
53dec2ea-70bf-4fc8-b035-4bf94eeac663,Business services and marketing,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
38f129e4-eccf-4ff3-b465-81adbf5d2a7b,Circular Economy,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
f9fa353f-cfe6-4270-9982-80b0479abaa6,Clothing & Personal Accesories,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
d2673062-ff4c-4881-b120-5e316ab229ab,Community & Cultural Development,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
3ace76bc-48a0-4623-81ce-e2c7ac28fef5,Education & Training,,,,,,social_enterprise,,{education},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
d7a7e6f7-9f0a-4e01-8741-f50f9aa471cc,Graphic Design,,,,,,social_enterprise,,{arts},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
c00bbfb0-080a-446f-9cd9-5bcce5c2e72a,Housing,,,,,,social_enterprise,,{housing},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
08d50b1f-e515-4503-af8d-f3b9e35ae7b0,Farming,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
ecbb288a-12e2-4cc9-8593-e40f5aff4859,Fisheries,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
a9adc75d-e3ed-4163-b39a-3390dcba7540,Finance,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
9e7baa01-2c0b-4345-8293-50e4b56e3048,Gardening and Landscaping,,,,,,social_enterprise,,{community},SA,,,,[],"[{""url"": ""https://www.sasec.org.au/members"", ""source"": ""sasec"", ""scraped_at"": ""2026-05-09T09:41:09.743Z""}]",sasec,,low,2026-03-12 06:54:51.383359+00,2026-03-12 06:54:51.383359+00,,,
